,Date,Id,User,Tweet
22,2023-03-17 14:26:37+00:00,1636735794718318592,Akbar_Hasyemi,"Top 5 football matches:
1. Argentina vs Frans (World Cup Final 2022)
2.  Italy vs France  (World Cup Final 2006)
3. Real Madrid vs ATM (Champions League Final 2014)
4. Germany vs Brazil (World Cup Final 2002)
5. Indonesian vs Bahrain (AFF 2007)"
23,2023-03-14 21:13:46+00:00,1635751094356701184,MNahidAkondo,@FIFAWorldCup @officialpepe #Messi𓃵 #Argentina vs #France . #final Fifi world cup 2022 #Champion⚽ 🎈🎉🎊 https://t.co/fX1qwlIf5E
24,2023-03-13 09:00:01+00:00,1635204050919596033,BootsToFill,"Eduardo @Camavinga I @FrenchTeam 🇫🇷
Club: Real Madrid
D.O.B: 10/11/02
Position: Midfielder 
Height: 1.82m 
Foot: Left
Transfer Value: 50m
Stats:
6 caps for France
Included in the France World Cup squad 
Champions League winner
Golden Boy Nominee 2020,2021,2022
#FiersdetreBleus https://t.co/s3vJB9Pxs9"
25,2023-03-12 07:50:13+00:00,1634824101423464449,FactzLM7,"@cristze7 Not really, the best players play for maximum 3 top teams, the WC has more stacked teams

Look at the last 10 years champions leagues and tell me one that had more quality than World Cup 2018 and 2022. Brazil, Belgium 2018, Argentina, France and even Portugal would walk the Ucl."
26,2023-03-09 20:52:51+00:00,1633933891621773321,namesakeDO,@seereeniityyy7 @PeaceMakerOvoke @ManagingBarca @elnacionalcat Messi won a World Cup suck on champions league because his team plays better than him.. your idol is struggling in Carmel league and bottling everything.. claiming Messi won a World Cup by penalties forget France 2018 World Cup and also 2022 two penalties in finals to France
27,2023-03-06 20:06:14+00:00,1632834996871352320,Austro1904,"@jotajordi13 Messi since he left Barcelona
➜93 games
➜56 ⚽️
➜41 🅰️
🏆 American cup
🏆 UEFA Cup of Champions
🏆 World Cup
🏆 Ligue1
🏆 France Super Cup
🌟 American cup MVP
🌟 American cup Pichichi
🌟 WC MVP
🌟 UEFA Cup of Champions MVP 
🌟 Ballon d'Or 2021
🌟 FIFA The Best 2022 https://t.co/waCfFNWHsA"
28,2023-03-05 18:27:57+00:00,1632447876323487745,Kalidas58016165,@ngl_1dk @noorayy__ I watched every single game of world cup.. And qatar wc 2022 was the best wc in the history of world cups... Argentina beat defending champions france in a neck 2 neck match.. Messi scored 2 goals when the team needed him... He was the best player in the tournament
29,2023-03-01 21:26:49+00:00,1631043336784977920,LordOfGrind,"If that’s not a penalty, then France are your 2022 World Cup Champions. #MUNWHU"
30,2023-03-01 19:31:25+00:00,1631014297500278786,AlbertA99533509,@TheOnlyBKB Bkb i am asking I may be wrong France won the World Cup in 2022 but no player from France won the fifa best player or was that World Cup a CAF champions league
31,2023-03-01 02:57:53+00:00,1630764262753992704,Coyjoker378,"@Daki_who @SonicTiers @Juan_Ma25_ @AntiKfi @the_marcoli_boy @FabrizioRomano Two word for you: world champion. Also, the youngest World Cup team coach. Won the trophy against France ,Croatia, Dutch. And they are 3rd, 6th and 7th in FIFA’s post. 36 games undefeated in a row. You tell me a reason he is not the best coach in 2022"
32,2023-02-28 17:38:39+00:00,1630623530197893122,cepha_d,@utdlokesh @ESPNFC He won the world cup fair and square but Benzema was clearly the best player of 2022 leading real Madrid to the champions league and LA Liga and France to the nations league.
33,2023-02-28 17:12:04+00:00,1630616840744452124,cepha_d,"@ESPNFC No doubt the world cup is a big tournament but come on it has only 7 games and ur telling me those 7 games made Messi the men's best player of 2022 after  benzema 
 lead Real Madrid to both the champions league and LA Liga and France to the nations league almost by himself"
34,2023-02-27 23:01:23+00:00,1630342359870210049,MoizDuffrDanyal,"@titan_427 Top goal scorer worldcup 2022 
Top goal scorer ligue 1 2022 
Top goal scorer coupe de france 2022
Second top goal scorer Champions league 2022 (first is M.Salah)
Europe's Top goal scorer in calender year 2022 
Hatrick in worldcup final 2022

Lkn obv fifa hai toh messi he hona🤡"
35,2023-02-26 02:59:59+00:00,1629677627895332867,Fxxit08,"What would happen if the Qatar 2022 World Cup Semifinals had four teams, France as the Defending Champions, Italy as the Euro Champions, Argentina as the Copa America Champions, and Brazil as the world's FIFA number one ranked team. It would be terrible, who would win??"
36,2023-02-22 01:12:26+00:00,1628201012203749378,pastexpiry,France World Cup Champions 2022 (2) - Sports https://t.co/GgU7R3NfgO Design available on over 88 products! 1677010346 #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022 #fifaworldcup2022 #qatar2022
37,2023-02-18 08:54:38+00:00,1626867775468601345,psg_chief,"🔙On this day, 2 months ago. Leo Messi lead Argentina to beat France in the 2022 FIFA World Cup Final. Argentina were crowned WORLD CHAMPIONS for the third time in history &amp; The “forced” GOAT debate was settled.

🐐💙🇦🇷 https://t.co/ZR4DKQPz4K"
38,2023-02-16 01:44:17+00:00,1626034700950052865,IleDesignia,"3/6 MINT. Ep.2 ""Argentina campeón y las Gambas de Oro""

LINK https://t.co/Wd8uBE3491

This episode is the final of the Qatar world cup 2022. Arg -France, where we saw it in the metaverse of somnium with the invitation of Token Sport!

What a way to suffer!!! ARGENTINA CHAMPION https://t.co/b99DBUUhhx"
39,2023-02-15 10:20:21+00:00,1625802185459073024,motzarelagg,@ZinWin73611545 @Goatedm3ssi @brfootball Another fact: Messi lifted the world cup in 2022 after defeating France. He lifted copa america after defrating Brazil and Finalissima after defesting Italy. The 3 champions of the best international competitions.
40,2023-02-14 08:45:24+00:00,1625415901318365184,Yoyo247games,"Di Maria is one of the loyal servants of Argentine football. The winger scored a stunning counter-attacking goal against defending champions France to extend his side's lead in the World Cup Final 2022😍
@yoyo247games wishes him a happy birthday!

#DiMaria #happybirthday #yoyo https://t.co/LwQq9fefog"
41,2023-02-14 06:27:06+00:00,1625381097663266818,giri_leo10,"@Frustrado_10 He's done it against defending champions that too. 
2009 against United (2008 CL winners)
2022 against France (2018 world cup winners)"
42,2023-02-13 16:37:26+00:00,1625172304396271623,pastexpiry,"France World Cup Champions 2022 (2) - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022  #fifaworldcup2022  #qatar2022
https://t.co/GgU7R3NfgO"
43,2023-02-11 16:25:21+00:00,1624444489057341442,messi4vr,"ARG won World Cup 2022 by defeating:
💢17 games unbeaten side Netherland in QF
💢2018 runner up Croatia (they had unbeaten streak in WC22 as well) 
💢Current World Champions (FRANCE)

Messi must end his career with farewell match btw Newells &amp; Barcelona
End ARG career at Copa2024"
44,2023-02-10 06:16:52+00:00,1623928970113880065,KamalSZN_,"France scored 11 non penalty goals at 2018 World Cup
Argentina scored 11 non penalty goals at 2022 World Cup

France were called ""deserving champions"" while it was ""rigged"" for Argentina https://t.co/cw9MvS9Hth"
45,2023-02-09 22:02:05+00:00,1623804454414741505,pastexpiry,"France World Cup Champions 2022 - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #stickers
https://t.co/f3BME3zvI0
 1675962125"
46,2023-02-08 18:10:39+00:00,1623383825316446208,LeotheG25824299,@BirotiDi7 @manashpratim010 @timesofball 💀 bro who TF are you France got more panailty then Argentina in the final what if France would have won stop crying i still remember how you guys were crying in 2009 ballon dor 2021 ballon dor 2015 champions league and now 2022 world cup 💀 keep crying https://t.co/is3Lrlqw78
47,2023-02-07 14:53:40+00:00,1622971862970949633,Collins78806103,"@Markxnzz @itsworldclass France World Cup 2018
Real Madrid champions league 2022"
48,2023-02-07 12:50:59+00:00,1622940991618441217,UbabaKaMtho,"@Mlu__N2 Guys this simply mean that @Masandawana are the champions of the 2021/2022 season, it has nothing to do with this season. Remember france at the world they had the world cup emblem on their shirt to show that they are the defending champions."
49,2023-02-06 21:05:38+00:00,1622703084358041615,CasinoCasCom,"Argentina at 6 to 1 were a decent odds forecast for Messi’s team to win the 2022 World Cup, although as usual in these tournaments, Brazil was quoted favourite at 4 to 1, France defending as defending champions, thereabouts, and Germany also very close to these odds, simply..."
50,2023-01-31 05:57:28+00:00,1620300211703746562,Sportsninja777,"The Lionel Messi-led Argentina went on to win the 2022 FIFA World Cup, beating defending champions France in the final on penalties. In what was Messi's first World Cup triumph on 5th attempt, the Argentine great drew many plaudits for his performances.

https://t.co/9ixDYVGLg0"
51,2023-01-30 17:04:15+00:00,1620105622007193600,jahid_hasam,"@KushagraPSG Make sense (Neymar This season 2022/23)
Super Cup final (2 goals)
Champions League ( 5 G/A)
League 1 ( 22 G/A)
Copa de France ( 3 G/A )
Club Friendly (1 Assist )
World Cup ( 3 G/A)
International friendfriendly ( 3G/A)
39 G/A"
52,2023-01-30 02:37:39+00:00,1619887537199398912,_Ssumin__,"2008 Euro top scorer - David Villa🇪🇸 
2010 World Cup Champions - Spain🇪🇸

2012 Euro top scorer - Mario Gómez🇩🇪
2014 World Cup Champions - Germany🇩🇪

2016 Euro top scorer - Griezmann🇫🇷
2018 World Cup Champions - France 🇨🇵

2020 Euro top scorer - CR7🇵🇹
2022 World Cup Champions - 👀 https://t.co/v0Sfhiy7vH"
53,2023-01-28 10:15:43+00:00,1619278036532359168,tulipfcb,"2008 Euro top scorer - David Villa 🇪🇸
2010 World Cup Champion - Spain 🇪🇸

2012 Euro top scorer - Gómez 🇩🇪
2014 WC Champion- Germany 🇩🇪

2016 Euro top scorer -Griezmann 🇫🇷
2018 World Cup Champion - France 🇨🇵

2020 Euro top scorer - Cristiano 🇵🇹
2022 World Cup Champion - 👀

😂😂😂 https://t.co/0mrqpwXN8W"
54,2023-01-28 08:30:33+00:00,1619251573187661824,IrishTimes,"If it’s 2023, all eyes must be on Les Bleus. All roads lead to France for the 2023 Rugby World Cup, for which they are favourites &amp; hosts, and they come into #SixNations2023 as reigning Grand Slam champions unbeaten in 2022, writes Gerry Thornley https://t.co/ZNX8DvYDVd"
55,2023-01-27 16:02:41+00:00,1619002968195629062,PeakyLeo09,"@finitehigh @Lebronaldo07 @ronaldowarrior if the worldcup was rigged so were the four champions leagues won by Ronaldo and Madrid, and how was the worldcup rigged? Pens? Portugal got 4 pens in 1966 worldcup, France got 4 in 2018 worldcup, France got 2 in 2022 worldcup final but when Argentina got 5 it’s rigged?"
56,2023-01-26 16:31:36+00:00,1618647855354216448,pastexpiry,"France World Cup Champions 2022 (2) - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022  #fifaworldcup2022  #qatar2022
https://t.co/GgU7R3NfgO"
57,2023-01-26 09:25:46+00:00,1618540691155750912,7imelineKMbappe,"Kylian Mbappé this season:

World Cup 2022 top scorer. (8)

Current Ligue1 top scorer. (13)

Current Champions League top scorer. (7)

Current Coupe de France top scorer. (5)

Top scorer of the calendar year 2022. (56)

The BEST player in the world. 🔥 https://t.co/asqzp3ZITg"
58,2023-01-25 18:36:37+00:00,1618316928740913152,Andilemthim,"@Lunga_Sokhela Look PSG what is doing in france league, but france 4 years back where the Fifa champions,2022 finalist world cup"
59,2023-01-25 06:51:54+00:00,1618139581769220097,Mega7Rai,"@_Falectro @LSPNFC_ Mbappé 2022-2023:
13 goals in Ligue 1 (record)
5 goals in Coupe de France (record)
8 goals in World Cup (record)
7 goals in Champion’s League (record)
1 goal in Nation’s League
2 🅰️ in Ligue 1
3 🅰️ in Champion’s League
2 🅰️ in World Cup
1 🅰️ in Coupe de France

34 + 8 = 42 G/A"
60,2023-01-25 06:50:45+00:00,1618139293037498369,Mega7Rai,"@Lwyz_D @LSPNFC_ Mbappé 2022-2023:
13 goals in Ligue 1 (record)
5 goals in Coupe de France (record)
8 goals in World Cup (record)
7 goals in Champion’s League (record)
1 goal in Nation’s League
2 🅰️ in Ligue 1
3 🅰️ in Champion’s League
2 🅰️ in World Cup
1 🅰️ in Coupe de France

34 + 8 = 42 G/A"
61,2023-01-25 06:47:32+00:00,1618138480797978625,Mega7Rai,"@MozosMusic @TrevorM93903616 @LSPNFC_ Mbappé 2022-2023:
13 goals in Ligue 1 (record)
5 goals in Coupe de France (record)
8 goals in World Cup (record)
7 goals in Champion’s League (record)
1 goal in Nation’s League
2 🅰️ in Ligue 1
3 🅰️ in Champion’s League
2 🅰️ in World Cup
1 🅰️ in Coupe de France

34 + 8 = 42 G/A"
62,2023-01-22 16:25:58+00:00,1617196886297047040,Unknown_sins_24,"@L06Vilas @MulamulaYmc @ronaldowarrior @NomboSesse @francis_ngannou @Cristiano 🇨🇵 France in the 2018 World Cup : 
      11 Non-penalty goals scored

🇦🇷 Argentina in the 2022 World Cup :
      11 Non-penalty goals scored 

But France were deserving Champions, while Argentina were set up by FIFA 🤷‍♂️ .

Penaldo fc thoughts"
63,2023-01-22 06:52:18+00:00,1617052517657104384,FodenStar47,"@TheFalcon6380 @gostosexadrez @usainbolt France in the 2018 World Cup 
      11 Non-penalty goals scored

Argentina in the 2022 World Cup 
      11 Non-penalty goals scored 

But France were deserving Champions, while Argentina were set up by FIFA? Shame on you penaldo fan, keep crying https://t.co/0BL0cObOGX"
64,2023-01-22 03:44:48+00:00,1617005333263831040,DiptangshuRoy3,"🇨🇵 France in the 2018 World Cup : 
      11 Non-penalty goals scored

🇦🇷 Argentina in the 2022 World Cup :
      11 Non-penalty goals scored 

But France were deserving Champions, while Argentina were set up by FIFA, World cup is rigged etc.....🤷‍♂️ https://t.co/jbwWmiqdXH"
65,2023-01-22 01:42:21+00:00,1616974515816517632,VijayAza_10,"🇨🇵 France in the 2018 World Cup : 
      11 Non-penalty goals scored

🇦🇷 Argentina in the 2022 World Cup :
      11 Non-penalty goals scored 

But France were deserving Champions, while Argentina were set up by FIFA 🥱🤷‍♂️ https://t.co/izUSQFkU1i"
66,2023-01-21 21:31:12+00:00,1616911315116740608,Upendypabloo,"🇨🇵 France in the 2018 World Cup : 
      11 Non-penalty goals scored

🇦🇷 Argentina in the 2022 World Cup :
      11 Non-penalty goals scored 

But penaldo fans will tell you 
France were deserving Champions, while Argentina were handed the trophy by FIFA 🤷‍♂️🤡 https://t.co/SSkuX7T0Wl"
67,2023-01-21 17:55:17+00:00,1616856977740791809,Troll_Fotballl,"🇨🇵 France in the 2018 World Cup : 
      11 Non-penalty goals scored

🇦🇷 Argentina in the 2022 World Cup :
      11 Non-penalty goals scored 

But France were deserving Champions, while Argentina were set up by FIFA 🤷‍♂️ https://t.co/jjvFMI5wsB"
68,2023-01-21 01:10:27+00:00,1616604099583016961,pastexpiry,"France World Cup Champions 2022 (2) - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022  #fifaworldcup2022  #qatar2022
https://t.co/GgU7R3NfgO"
69,2023-01-20 16:24:26+00:00,1616471723481636865,ThRd303,"When Kylian Mbappé (Aged: 22) sent the decisive penalty over the bar. 

France Qualified for their 7th consecutive World Cup in 2022. In the Opener France beat Australia, Then beat Denmark to end the Champions Curse and lost the Final Group Game to Tunisia."
70,2023-01-20 04:17:40+00:00,1616288828372795393,SamyKiani,"The 2022 final ranks dead last. Not convinced at all of the quality of Argentina and France had at this World Cup. The contrast that we went literally from the best champion in 2018 to the worst champion in 2022 makes it even much more blatant.

+++"
71,2023-01-20 04:10:12+00:00,1616286950125608962,SamyKiani,"From I what I recall about past World Cups here is my ranking of all World Cup champions of the 32 team era (from best to worst):

1. 🇫🇷 France 2018
2. 🇩🇪 Germany 2014
3. 🇪🇸 Spain 2010
4. 🇮🇹 Italy 2006
5. 🇧🇷 Brazil 2002
6. 🇫🇷 France 1998
7. 🇦🇷 Argentina 2022"
72,2023-01-19 12:30:33+00:00,1616050480521830402,_profanitee,"iirc, the last 4-2-3-1 team to contend for the premier league title, their midfield pairing was Cazorla-Coquelin.

more modern successful examples would be Thiago-Goretzka (bayern 2020 champions league final, won) or Rabiot-Tchouameni (france 2022 world cup final, lost)"
73,2023-01-18 06:10:55+00:00,1615592553834758145,Juliusotieno04,A record-breaking 8.8 million Kenyans watched the 2022 World Cup final match between eventual winners Argentina and former champions France.
74,2023-01-18 04:46:26+00:00,1615571291733458945,psg_chief,"🔙On this day, one month ago. Leo Messi lead Argentina to beat France in the 2022 World Cup Final and crowned World Champions for the third time. 

🐐🏆🇦🇷 https://t.co/7W3OkAm0Sf"
75,2023-01-17 12:58:44+00:00,1615332793797742601,abplive,"Lionel Messi won the Golden Ball Award at the FIFA World Cup 2022 in Qatar, scoring a brace in the final against France as Argentina were crowned the World Champions

#LionelMessi #FIFAWorldCup2022 #FIFAWorldCup #DiegoMaradona #LeoMessi

https://t.co/C1WRf7feJd"
76,2023-01-17 04:09:58+00:00,1615199725690720256,diplomaticguru,"The Twenty second #FIFA World Cup was hosted by #Qatar from 20th November 2022 to 18th December 2022. There were 32 teams participated in that world cup. #Argentina defeated defending champion #France in the final and won its second title of #Fifa World Cup.
#diplomaticguru https://t.co/tgEswi5v7o"
77,2023-01-17 00:27:00+00:00,1615143614518001666,pastexpiry,"France World Cup Champions 2022 - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022  #fifaworldcup2022  #qatar2022
https://t.co/f3BME3zvI0"
78,2023-01-17 00:24:56+00:00,1615143094021947396,MysterOliver,"@waka_sama9 @actubleus_ L'horrible Varane ?

4 Champion's League
4 CDM des clubs
3 Supercoupe de l'UEFA

1 FIFA World Cup
1 Nation League
Vice Champion d'Europe 2016
Vice champion du Monde 2022 

Le plus gros palmarès du foot français à 29 ans , et il ne serait pas apte à prendre le capitanat France ?"
79,2023-01-16 23:05:26+00:00,1615123090249494530,MrsNancyWillia1,"Four weeks of soccer have been leading up to Sunday, the 2022 World Cup final at Lusail Stadium in Qatar, pitting Lionel Messi and Argentina against defending champion France at 10 a.m. ET.
2022 World Cup final live updates: Lionel Messi, Argentina face defending champion Fran... https://t.co/Y0EO9FrYmX"
80,2023-01-15 09:14:09+00:00,1614551503091683328,AsiaThehood,FIFA has set to take  disciplinary measures against World Champion Argentina in pursuit to violation of game ethics “ offensive behavior “ and “ fair play” during  the game and just aftermath of world- cup final defeat of France in Qatar on 18 December 2022.
81,2023-01-14 23:54:17+00:00,1614410604239888385,Freedom4037,"@silviabragaf @Troll_Fotballl Copa is stronger than Euro. 
Copa champions beat Italy (euro champions) in finalissima and outperformed Croatia, Netherlands and France in world cup 2022."
82,2023-01-13 01:52:01+00:00,1613715459299229696,FCBayernGER,"The record champions had 16 players at the 2022 World Cup, including four with runners-up France. Only Barcelona boasted more (17). #FCBSAL"
83,2023-01-12 14:43:41+00:00,1613547269042888704,IamSagorSrk,"ARGENTINA BEAT #BRAZIL in 2021 COPA AMERICA (DEFENDING COPA AMERICA CHAMPION)😎

ARGENTINA BEAT #ITALY in 2022 FINALISSIMA (DEFENDING EURO CHAMPION)😎

ARGENTINA BEAT #FRANCE in 2022 FIFA WORLD CUP (DEFENDING WORLD CUP CHAMPION)😎

NOT AN EASY TASK FOR #ARGENTINA DUDE 😎 https://t.co/bstPuWFmGm"
84,2023-01-11 18:08:45+00:00,1613236486521905158,cxptainflint,"1998: world cup winner
2002: eliminated in group stage
2006: (1-1) vice champion 
2010: we dont speak abt this year
2014: quarter finalist
2018: world cup winner
2022: (3-3) vice champion 

france kinda got it"
85,2023-01-10 22:36:27+00:00,1612941469140287488,iam_presider,Lionel Messi’s best Performance in the 2022 World Cup came in the Final against the World Champions France 🥹 at age 35! This man is FOOTBALL! 🐐 https://t.co/nWdQ2KfARu
86,2023-01-10 21:09:43+00:00,1612919638869803008,pastexpiry,"France World Cup Champions 2022 (2) - Sports. Available on over 96 #redbubble products! #stickers #tshirts #mugs #masks #magnets #WorldCupSoccer #WorldCupFootball #football #France #QatarWorldCup2022  #fifaworldcup2022  #qatar2022
https://t.co/GgU7R3NfgO"
87,2023-01-10 17:24:14+00:00,1612862896458928149,BouhzilaLa,"CNN🚨
Argentine star Lionel Messi, the best player in the Qatar World Cup 2022, refuses to renew his contract with Paris Saint-Germain, and after the Bayern Munich match in the European Champions League, he will leave France for Saudi Arabia 🇸🇦, to sign for Al Hilal Saudi https://t.co/oN5MmiO7wj"
88,2023-01-10 06:18:12+00:00,1612695283191930880,RGakwerere,"Hey, Mr @PaulKagame, no one makes unnecessary foreign travels like you. Just last year-2022, you made 42 unnecessary foreign travels, out of 42, three of them were to attend World Cup games &amp; one travel to attend the Champions League final at Stade de France. Stop your hypocrisy."
89,2023-01-10 00:20:03+00:00,1612605152166289408,shankarthakur1,"Sunday is going to be a memorable day for all the football fans around the world, as Argentina will be going up against France in the summit clash of the FIFA World Cup 2022. The 2018 defending champions will look to defend their title in order to

https://t.co/MuL26hDtwr"
90,2023-01-09 02:28:18+00:00,1612275037100204039,901SoccerPod,"It's not discussed nearly enough how good Deschamps has been with France.
World Cup 2014: Quarterfinals 
Euro 2016: Runners-Up
World Cup 2018: Champions 
Euro 2020: Round of 16
World Cup 2022: Runners-Up"
91,2023-01-08 21:31:54+00:00,1612200447523037184,worldcitizen_21,"@sjorgemartin @A32357265 @nocontextfooty If i could win a world cup i will eat kebabs and burritos everyday bro, 2018, 2022 France league = champion factory.. enjoy your meat bro"
