,Date,Id,User,Tweet
0,2023-04-12 00:52:26+00:00,1645952985116049408,argenworldcup22,"Argentina World Cup Champion 2022.
It is a unique collection that will make us relive the most beautiful football final in history.
⚽❤️🔃

#NFTProject #NFTCommunity #NFTs
#OpenSeaPolygon #OpenSeaNFT 
#openseacollection
#OpenSeaCommunity
#PolygonNFT

https://t.co/TreP7q5djj https://t.co/fEtiLaxDH5"
1,2023-04-12 00:50:44+00:00,1645952555086929920,argenworldcup22,"Argentina World Cup Champion 2022.
It is a unique collection that will make us relive the most beautiful football final in history.
⚽❤️🔃

#NFTProject #NFTCommunity #NFTs
#OpenSeaPolygon #OpenSeaNFT 
#openseacollection
#OpenSeaCommunity
#PolygonNFT

https://t.co/ybTEJsRCav https://t.co/3VrcFgwOUQ"
2,2023-04-12 00:49:09+00:00,1645952159815442433,argenworldcup22,"Argentina World Cup Champion 2022.
It is a unique collection that will make us relive the most beautiful football final in history.
⚽❤️🔃

#NFTProject #NFTCommunity #NFTs
#OpenSeaPolygon #OpenSeaNFT 
#openseacollection
#OpenSeaCommunity
#PolygonNFT

https://t.co/eKK3LwSGcR https://t.co/ioJgReibb8"
3,2023-04-10 09:13:06+00:00,1645354204851228673,WorldCupChamp10,@Leo_messii_7 2022 obviously. One of the best campaigns ever. Without Messi argentina wouldn't pass the group stage. Without his goal against Mexico they ain't winning that crucial game. And many such moments. His assists vs Netherlands and Croatia still live in my head rent free.
4,2023-04-10 03:05:36+00:00,1645261722926604289,argenworldcup22,"Argentina World Cup Champion 2022.
It is a unique collection that will make us relive the most beautiful football final in history.
⚽❤️🔃

#NFTProject #NFTCommunity #NFTs
#OpenSeaPolygon #OpenSeaNFT 
#openseacollection
#OpenSeaCommunity
#PolygonNFT

https://t.co/fk8JgnJDdN https://t.co/MdetrJQ08W"
5,2023-04-09 22:58:07+00:00,1645199441161224195,Aib2022,"@Egi_nupe_ @Nicocantor1 The same Euro champions were trashed by Argentina in finallisima, and a lot of European giants we're trashed by Argentina in the world cup as well (Poland, Netherland, Croatia, France)

Your point?😂"
6,2023-04-09 12:57:54+00:00,1645048390558908417,Goated_leo10,"Leo Messi stats with the Argentina national team:

Matches 173 👕
Goals 103 ⚽️
Assists 53 🅰️
2022 World Cup Champion 🏆
Copa America champion 2021 🏆
Finalissima Champion 2022 🏆
World Cup golden ball twice 🥇
19 braces ⚽️
8 hat-tricks ⚽️

THE GREATEST OF ALL TIME 🐐 https://t.co/rVKezDxcsl"
7,2023-04-08 20:10:00+00:00,1644794743522742273,PaintedCougar,La Albiceleste! Argentina 2023 home jersey! The same jersey as the 2022 World Cup winning one but with the addition of the 3rd star and champions patch! Great details on the nameset and back neck. 💙🤍⚽️⭐️⭐️⭐️#footballshirt #soccerjersey #kitcollector #argentina #messi #worldcup https://t.co/G5w5NepXIx
8,2023-04-08 10:46:35+00:00,1644652953981145088,anita_363,"@SoccerCryptoP2E @Phanhuynhthuatt news! The World Cup 2022 final between #Argentina and #France is set to take place on Dec 14th at 15:00 UTC. Don't miss the chance to win a Gold Box by following, retweeting &amp; commenting your prediction before kickoff! Who will be crowned champions? Only time will tell. :)"
9,2023-04-06 04:33:57+00:00,1643834405654507520,rimunomi,"yang penting world cup kemaren argentina dah champion 😭 since 2010 megang ga kesampean terus menang, eh terkabul 2022 😭"
10,2023-04-05 08:50:39+00:00,1643536617091784704,SamirChandraNa9,"@Mukeshambani_9 Sir, India will play FIFA world Cup football  in 2026. I am a football coach. Please, don't neglect me. I declared Argentina Champion Qatar world Cup football Championship 2022 September  IN last year. I will give your National football team. +880 17 95 56 65 55."
11,2023-04-05 06:49:19+00:00,1643506080197083138,dimMessiasGoat,"expectations are one thing but they won't become reality right from the start. Look at grealish now, he's started to perform after being given time and I think same will be the case with players like mudryk, nunez, Antony etc."
12,2023-04-05 06:44:49+00:00,1643504950033391618,dimMessiasGoat,"I don't understand when people start calling players flop just based on their first season at the club, it takes time for one to adjust well and perform consistently in a new system and environment. Not everyone can be like Messi or Ronaldo and other legendary players"
13,2023-04-05 05:07:23+00:00,1643480428131786752,leomid10,World Cup was rigged for Argentina but France got two penalties on final. What kind of rigged tournament is this?
